timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
678,11,342,0.614243321619,0.999999995413,0.7706421983,10,0,1,0,4.64619883041,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0286674997777,0.0285784742921,0.0286193911355,0.0285750299173,0.885559604877,0.534706246135,0.229502164502,0.0672514619883,0.0116959064327,0.851851851852,0.148148148148,0.394894598155,0.1,0.8,-0.1875,-0.4,-0.05,1,0.1,0.5,0.1,8.88183630500415
175,9,593,0.518900342751,0.999999997101,0.713043476194,11,0,1,0,5.01349072513,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0251158184577,0.0250059135912,0.0250317574875,0.151101857695,0.773744652768,0.592080965909,0.322455018939,0.070826306914,0.00843170320405,0.893617021277,0.106382978723,0.532233044733,0.1,1,-0.333333333333,-0.6,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,7.09007683577609
589,8,228,0.619469023808,0.999999992908,0.794326235501,4,0,1,0,4.91228070175,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.839983528194,0.0400061547143,0.0400040312849,0.040003699329,0.0400025864783,0.327479338843,0.128168044077,0.0438596491228,0.0131578947368,0.769230769231,0.230769230769,0.323636363636,0.1,0.6,-0.138888888889,-0.166666666667,-0.125,0,0,0.5,0,7.24422751560335
710,6,244,0.61965811701,0.999999993421,0.71710525844,11,1,1,0,4.88524590164,7,0,0,1,0,0,0,1400,1400,1400,1,0,0,0,0,0,0,0,0.885648115395,0.0285843035909,0.028597224894,0.0285986919986,0.0285716641219,0.474067599068,0.106963869464,0.0245901639344,0.0122950819672,0.666666666667,0.333333333333,0.325505050505,0.136363636364,0.5,-0.1875,-0.25,-0.125,1,0,0.5,0,7.09007683577609
84,14,808,0.495327102142,0.999999997854,0.650214590879,23,3,0,1,4.2202970297,10,0,1,0,0,0,0,889,954,921.5,0,0,0,1,0,0,0,0,0.0200009159009,0.0203266529579,0.0200008719,0.91954833325,0.0201232259911,0.452844938749,0.245454545455,0.0433168316832,0.00866336633663,0.833333333333,0.166666666667,0.447396103896,0.0625,1,-0.416071428571,-1,-0.125,0.55,0.35,0.05,0.35,8.07090608878782
191,11,498,0.552631577829,0.99999999661,0.728813556851,9,0,1,0,4.90361445783,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0250039852105,0.0250081861625,0.411762392368,0.145126447842,0.393098988417,0.457517482517,0.0557173295455,0.0321285140562,0.0261044176707,0.551724137931,0.448275862069,0.273361742424,0.05,1,-0.174679487179,-0.3,-0.05,0.1,0,0.4,0,6.66568371778241
476,10,530,0.515444014449,0.999999996656,0.702341134775,6,6,0,1,4.4,8,0,0,0,0,1,0,1000,17700,9350,0,0,0,1,0,0,0,0,0.025002144837,0.025002598161,0.0250015338575,0.147877279034,0.777116444111,0.484605638264,0.163845686833,0.0471698113208,0.0207547169811,0.694444444444,0.305555555556,0.363073593074,0.1,1,-0.219318181818,-0.5,-0.125,0,0,0.5,0,7.3132203870903
308,8,753,0.450608930378,0.99999999784,0.593952482518,5,1,3,0,4.80478087649,10,0,0,0,0,0,1,5200,5200,5200,0,0,0,1,0,0,0,0,0.0200004437997,0.0200003327822,0.709941975078,0.0200002187635,0.230057029577,0.384595175356,0.0589646464646,0.0332005312085,0.0278884462151,0.54347826087,0.45652173913,0.342147186147,0.0833333333333,0.6,-0.185515873016,-0.3125,-0.0666666666667,0,0,0.5,0,7.00306545878646
388,11,749,0.49515905879,0.999999997881,0.656779659625,31,0,1,1,4.79038718291,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.39649163433,0.0407750340173,0.0400006196577,0.0403684074358,0.482364304559,0.428057533864,0.229810606061,0.0627503337784,0.0120160213618,0.839285714286,0.160714285714,0.42863313991,0.1,1,-0.193055555556,-0.5,-0.05,0.5,0.5,0,0.5,6.90775527898214
484,12,436,0.385150811171,0.999999996894,0.413043476978,5,4,20,0,4.88532110092,7,0,0,0,0,1,0,2400,4400,3300,0,0,1,0,0,0,0,0,0.0286257498018,0.0285721426454,0.0285787673561,0.0285715838829,0.885651756314,0.431240981241,0.145562770563,0.0298165137615,0.0045871559633,0.866666666667,0.133333333333,0.270396270396,0.136363636364,0.5,-0.229166666667,-0.333333333333,-0.125,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,6.60665018619822
136,11,1275,0.497133496726,0.999999998701,0.681818180933,14,7,1,26,4.5231372549,6,0,1,0,0,0,0,1100,5300,2375,1,0,0,0,0,0,0,0,0.0333376994823,0.300301947969,0.599041874898,0.0339842984082,0.0333341792422,0.465136877511,0.0110929178735,0.0501960784314,0.0470588235294,0.516129032258,0.483870967742,0.445576806006,0.05,1,-0.424497354497,-1,-0.025,0,0,0.5,0,6.59441345974978
293,7,242,0.60084033361,0.999999993056,0.784722216773,4,1,1,0,4.93388429752,6,0,0,0,0,1,0,4800,4800,4800,0,0,0,0,1,0,0,0,0.0333593261782,0.0333418356243,0.0333445862653,0.200106310186,0.699847941746,0.323389355742,0.0232492997199,0.0206611570248,0.0165289256198,0.555555555556,0.444444444444,0.293333333333,0.0333333333333,0.5,-0.267857142857,-0.5,-0.0714285714286,0,0,0.5,0,7.60090245954208
101,9,272,0.488888887078,0.999999994924,0.512690352727,2,2,11,0,4.97426470588,10,0,0,0,0,0,0,1700,43600,22650,1,0,0,0,0,0,0,0,0.0200002690103,0.252390841587,0.0200001300463,0.687608589797,0.0200001695597,0.249074074074,0.0373456790123,0.0220588235294,0.0147058823529,0.6,0.4,0.425,0.1,1,-0.416666666667,-1,-0.166666666667,0,0,0.5,0,8.47637119689598
80,13,310,0.600706711658,0.999999994819,0.66839377892,8,4,1,0,4.72258064516,4,0,1,0,0,0,0,3800,3800,3800,1,0,0,0,0,0,0,0,0.0500047264798,0.524852137785,0.324102146279,0.0510409572183,0.050000032238,0.407954144621,0.0480643738977,0.0225806451613,0.0161290322581,0.583333333333,0.416666666667,0.472857142857,0.16,1,-0.345396825397,-0.8,-0.0714285714286,0,0,0.5,0,6.27476202124194
659,11,447,0.542528734385,0.999999996403,0.705035968687,18,7,10,2,4.47427293065,6,0,0,0,0,0,0,1300,30000,10900,0,0,1,0,0,0,0,0,0.0334092531441,0.288714890311,0.0334086839454,0.61111572675,0.03335144585,0.569270833333,0.259375,0.0514541387025,0.00223713646532,0.958333333333,0.0416666666667,0.441304347826,0.05,1,-0.25,-0.25,-0.25,1,0.5,0.5,0.5,7.43838353004431
657,9,815,0.420664206125,0.999999997696,0.629032256615,12,0,1,0,4.54478527607,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.911110838054,0.0222223272962,0.0222222958559,0.0222222747938,0.0222222639998,0.549944629014,0.188803525286,0.0638036809816,0.0208588957055,0.753623188406,0.246376811594,0.418907967033,0.0625,1,-0.302777777778,-1,-0.1,0,0,0.5,0,7.90100705199242
302,12,407,0.605333331719,0.999999996429,0.671428569031,35,3,0,31,5.00245700246,10,0,0,0,0,0,0,2600,5500,4050,0,0,1,0,0,0,0,0,0.0200013813491,0.0200067004403,0.120134972993,0.819856120947,0.0200008242702,0.538694251485,0.0683303130978,0.0540540540541,0.036855036855,0.594594594595,0.405405405405,0.37181227863,0.1,1,-0.349444444444,-0.8,-0.05,0,0,0.5,0,7.49554194388426
109,13,187,0.664835161182,0.999999992126,0.771653537231,9,2,0,2,5.13368983957,8,0,0,0,0,0,1,3100,3100,3100,0,0,0,0,0,0,1,1,0.0250003118133,0.0250001483735,0.772177150422,0.025000103794,0.152822285597,0.349641148325,0.0714114832536,0.0534759358289,0.0213903743316,0.714285714286,0.285714285714,0.265681818182,0.1,0.5,-0.23125,-0.6,-0.1,0.477272727273,0.136363636364,0.0227272727273,0.136363636364,7.9373746961633
218,10,262,0.592741933094,0.999999993333,0.739999995067,10,2,2,0,4.64503816794,9,0,0,0,0,0,1,3600,3600,3600,0,0,1,0,0,0,0,0,0.0222227539062,0.0222227758118,0.793667759667,0.0222311326266,0.139655577989,0.371198830409,-0.0369883040936,0.00763358778626,0.0343511450382,0.181818181818,0.818181818182,0.55,0.5,0.6,-0.159567901235,-0.375,-0.1,1,-0.1,0.5,0.1,7.37775890822787
331,9,197,0.637755098787,0.999999991453,0.752136745708,4,1,2,0,5.19289340102,7,0,0,0,0,1,0,2900,2900,2900,0,1,0,0,0,0,0,0,0.319054713812,0.0285727217969,0.0286117200504,0.0285718353382,0.595189009002,0.511722488038,0.260885167464,0.0761421319797,0.00507614213198,0.9375,0.0625,0.362121212121,0.1,1,-0.1,-0.1,-0.1,0,0,0.5,0,6.82001636467413
617,7,524,0.497120920351,0.999999996743,0.648208466944,11,0,1,0,4.88740458015,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.911054297439,0.0222242028143,0.0222246211243,0.0222368644949,0.0222600141272,0.416030762167,0.0756282522192,0.0343511450382,0.0248091603053,0.58064516129,0.41935483871,0.309562289562,0.0333333333333,0.5,-0.184508547009,-0.5,-0.00833333333333,0.2,-0.1,0.3,0.1,7.37775890822787
213,12,1665,0.435552840296,0.999999998971,0.644032921148,1,1,6,1,4.63123123123,8,0,1,0,0,0,0,1900,1900,1900,1,0,0,0,0,0,0,0,0.0250013232753,0.579212607866,0.0250007257383,0.345739129717,0.0250462134028,0.419330811119,0.0526963000503,0.0384384384384,0.0246246246246,0.609523809524,0.390476190476,0.334226190476,0.05,1,-0.309374162423,-1,-0.05,0.443939393939,-0.0151515151515,0.0560606060606,0.0151515151515,7.17011954344963
398,11,144,0.719424455256,0.999999989362,0.840425522974,4,2,0,2,4.88194444444,10,0,0,0,0,0,1,2800,2800,2800,0,0,0,0,1,0,0,0,0.0200011021239,0.0200040719557,0.620336422215,0.319537267294,0.0201211364116,0.50625,-0.10625,0.0138888888889,0.0486111111111,0.222222222222,0.777777777778,0.65,0.5,0.8,-0.367857142857,-1,-0.125,0,0,0.5,0,7.00306545878646
196,9,916,0.460423633823,0.999999998172,0.648994514353,18,2,14,1,4.74344978166,7,1,0,0,0,0,0,2400,2400,2400,0,0,0,1,0,0,0,0,0.253242700009,0.0286320928825,0.0285744868374,0.65995224425,0.0295984760215,0.471320592287,0.304456783747,0.0687772925764,0.00545851528384,0.926470588235,0.0735294117647,0.455021645022,0.0333333333333,1,-0.290833333333,-0.7,-0.1,0.6,0.277777777778,0.1,0.277777777778,6.80903930604298
220,8,146,0.746478867983,0.999999988235,0.941176459516,4,4,1,2,4.32876712329,9,0,1,0,0,0,0,3100,24900,14000,1,0,0,0,0,0,0,0,0.0222465309468,0.0227962729475,0.022222524263,0.797258146823,0.135476525019,0.425568181818,0.190056818182,0.0342465753425,0.00684931506849,0.833333333333,0.166666666667,0.347272727273,0.1,0.6,-0.25,-0.25,-0.25,0,0,0.5,0,9.40096073158483
412,13,420,0.521303256839,0.999999996063,0.649606296655,19,4,14,2,4.77380952381,7,0,1,0,0,0,0,933,17300,9116.5,0,0,0,0,1,0,0,0,0.0285738676015,0.533904541994,0.0285727596345,0.380376294123,0.0285725366472,0.546818181818,0.149545454545,0.052380952381,0.00952380952381,0.846153846154,0.153846153846,0.319077134986,0.0333333333333,0.5,-0.45,-0.7,-0.3,0.55,0.35,0.05,0.35,6.34035930372775
719,9,126,0.714285708283,0.999999986486,0.810810799854,4,2,0,0,4.62698412698,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0200155715041,0.0200291773816,0.0200465915826,0.0200990386632,0.919809620869,0.486011904762,0.15625,0.047619047619,0.015873015873,0.75,0.25,0.429166666667,0.05,0.85,-0.35,-0.5,-0.2,0.4,0,0.1,0,8.24275634571448
94,10,714,0.43220338922,0.999999997416,0.614987078514,7,3,2,0,4.47478991597,6,0,0,1,0,0,0,871,2200,1535.5,1,0,0,0,0,0,0,0,0.656062817468,0.0333391258427,0.0334102171713,0.0333724089035,0.243815430614,0.430701754386,0.194934305461,0.0532212885154,0.015406162465,0.775510204082,0.224489795918,0.338344440647,0.0333333333333,0.6,-0.142045454545,-0.3,-0.025,0,0,0.5,0,6.90775527898214
188,12,904,0.522421524078,0.999999998296,0.693356046519,4,2,8,1,4.86725663717,9,0,0,0,0,0,0,1000,11500,6250,0,0,0,0,1,0,0,0,0.255962474006,0.0222831496841,0.0222225441336,0.677309361855,0.0222224703216,0.463324003041,0.141344677335,0.0619469026549,0.0243362831858,0.717948717949,0.282051282051,0.374084724799,0.0333333333333,1,-0.327720890221,-0.8,-0.05,0.5,-0.25,0,0.25,6.71538338633468
289,13,285,0.517985609648,0.999999994012,0.65269460687,8,7,1,0,4.68070175439,8,0,0,0,0,1,0,2000,56500,18550,0,1,0,0,0,0,0,0,0.0250002806099,0.0251355092817,0.0250003675364,0.0250000782208,0.899863764351,0.472777777778,0.169166666667,0.0245614035088,0,1,0,0.3625,0.0625,0.6,0,0,0,0.4,0,0.1,0,7.17011954344963
529,8,272,0.588679243062,0.999999993827,0.740740736168,7,4,0,0,4.78676470588,9,0,0,0,0,1,0,1900,15300,7166.66666667,0,0,0,0,0,0,1,1,0.022485777562,0.0222827491519,0.0222539600264,0.0222729108799,0.91070460238,0.575515151515,0.282954545455,0.0625,0.0110294117647,0.85,0.15,0.480080213904,0.136363636364,0.8,-0.2375,-0.4,-0.125,0,0,0.5,0,7.97246601597457
729,14,114,0.799999992727,0.999999986111,0.874999987847,1,1,0,1,4.81578947368,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.141439205031,0.294366029514,0.0222453313142,0.519719259903,0.0222301742376,0.578571428571,0.00833333333333,0.0526315789474,0.0438596491228,0.545454545455,0.454545454545,0.3,0.05,0.8,-0.54,-1,-0.3,1,0.25,0.5,0.25,10.2399597891573
324,12,530,0.502024290482,0.99999999729,0.558265581143,34,5,8,0,4.91698113208,9,0,1,0,0,0,0,1200,4300,2750,0,1,0,0,0,0,0,0,0.0225916514944,0.0226501368422,0.0222922038649,0.910243076781,0.022222931017,0.518055555556,0.0279513888889,0.0245283018868,0.0188679245283,0.565217391304,0.434782608696,0.357692307692,0.1,0.7,-0.445833333333,-0.8,-0.2,0.65,0,0.15,0,7.24422751560335
269,8,256,0.587301584971,0.999999993197,0.795918361933,12,5,0,0,4.44140625,8,1,0,0,0,0,0,1400,1400,1400,1,0,0,0,0,0,0,0,0.0250656318818,0.151028848243,0.142731296178,0.0250373231238,0.656136900574,0.570762987013,0.105746753247,0.04296875,0.0078125,0.846153846154,0.153846153846,0.292266824085,0.1,0.5,-0.55,-1,-0.1,0,0,0.5,0,7.3132203870903
527,10,1898,0.38163481933,0.999999999077,0.57710064582,7,5,0,5,4.35194942044,10,0,1,0,0,0,0,1200,1200,1200,0,1,0,0,0,0,0,0,0.0200252870374,0.159118644547,0.0200030598182,0.78084741908,0.020005589518,0.417969284684,0.0997565450423,0.0437302423604,0.0152792413066,0.741071428571,0.258928571429,0.334461873468,0.0625,0.8,-0.240469348659,-0.8,-0.05,0,0,0.5,0,6.21460809842219
668,7,165,0.689024386043,0.999999989691,0.855670094271,2,1,0,0,4.6303030303,7,0,0,0,0,0,1,1900,1900,1900,1,0,0,0,0,0,0,0,0.339795162622,0.0286913534224,0.17456094629,0.428371767393,0.0285807702732,0.494932659933,0.139646464646,0.0545454545455,0.0121212121212,0.818181818182,0.181818181818,0.279966329966,0.1,0.5,-0.2125,-0.3,-0.125,0,0,0.5,0,9.98966524877718
616,11,110,0.783018860538,0.999999983607,0.93442621419,8,5,0,0,4.72727272727,9,0,0,1,0,0,0,2200,2200,2200,0,0,0,1,0,0,0,0,0.318976143669,0.0222411202401,0.022260303852,0.0222562028561,0.614266229383,0.412037037037,0.291666666667,0.0636363636364,0.00909090909091,0.875,0.125,0.416666666667,0.166666666667,0.8,-0.125,-0.125,-0.125,0.375,-0.125,0.125,0.125,7.09007683577609
351,12,584,0.549122806054,0.999999997175,0.728813557263,19,8,11,1,4.67979452055,10,0,0,0,0,1,0,590,3100,2030,0,0,1,0,0,0,0,0,0.020018647165,0.0200028326379,0.119012684782,0.0200007276249,0.820965107791,0.493518745406,0.155393898554,0.0582191780822,0.0171232876712,0.772727272727,0.227272727273,0.353015979119,0.0625,1,-0.282023809524,-0.666666666667,-0.1,0.416666666667,0.333333333333,0.0833333333333,0.333333333333,9.75846178048587
90,7,1049,0.456292026459,0.999999998628,0.600823044443,6,2,1,0,5.01715919924,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.911070531837,0.0222303742282,0.0222373616389,0.0222394402017,0.0222222920945,0.394590909091,0.332037878788,0.0657769304099,0.0095328884652,0.873417721519,0.126582278481,0.529402722881,0.0333333333333,1,-0.305,-1,-0.1,0,0,0.5,0,7.24422751560335
682,9,679,0.51999999923,0.999999997429,0.735218507107,13,1,1,1,4.66568483063,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0255369708295,0.0250332510304,0.0260584869168,0.284043368393,0.63932792283,0.480652774721,0.125886284149,0.0427098674521,0.0162002945508,0.725,0.275,0.418640841917,0.1,1,-0.340656565657,-1,-0.05,0.1125,0,0.3875,0,7.24422751560335
84,11,531,0.473895581378,0.999999996875,0.584374998174,6,3,16,0,4.37288135593,8,0,0,0,0,0,0,59000,109500,84250,0,0,0,1,0,0,0,0,0.0250561785302,0.102200304282,0.0250000418189,0.8227427803,0.0250006950687,0.481247294372,0.158744588745,0.045197740113,0.00941619585687,0.827586206897,0.172413793103,0.354356060606,0.1,1,-0.430952380952,-1,-0.05,0,0,0.5,0,8.53699581871242
114,10,643,0.482594935945,0.999999997382,0.659685862147,11,3,2,0,4.73561430793,7,0,0,0,0,0,1,1400,2300,1850,0,1,0,0,0,0,0,0,0.0285725162228,0.0285720386113,0.885210118098,0.0285718189238,0.0290735081445,0.460461020461,0.145739445739,0.0404354587869,0.00622083981337,0.866666666667,0.133333333333,0.294463869464,0.0333333333333,0.6,-0.330555555556,-0.5,-0.155555555556,0.5,0,0,0,6.90775527898214
428,11,1956,0.394395433111,0.999999999115,0.592920353458,7,6,1,1,4.60736196319,7,0,1,0,0,0,0,870,1800,1256.66666667,0,0,1,0,0,0,0,0,0.0285724690212,0.602252357504,0.311565577411,0.0286461298332,0.0289634662312,0.4659011815,0.0914736228821,0.060327198364,0.0347648261759,0.634408602151,0.365591397849,0.359605803801,0.05,1,-0.314962651727,-1,-0.00833333333333,0.259848484848,0.0787878787879,0.240151515152,0.0787878787879,6.53958595561767
86,13,461,0.519565216262,0.999999995671,0.783549780158,6,2,1,0,4.54446854664,8,0,0,0,0,0,1,1600,2700,2150,0,1,0,0,0,0,0,0,0.0252808742637,0.0250045726571,0.370099262155,0.0250474562282,0.554567834697,0.494852941176,0.0724264705882,0.0325379609544,0.0151843817787,0.681818181818,0.318181818182,0.383333333333,0.1,0.8,-0.153571428571,-0.25,-0.125,0.616666666667,-0.075,0.116666666667,0.075,6.39859493453521
