timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
202,7,505,0.485772356736,0.999999996774,0.622580643153,13,3,11,0,4.71287128713,7,0,0,0,0,1,0,1500,1500,1500,0,0,0,0,1,0,0,0,0.0286611163938,0.0285749787434,0.0286140587195,0.0285717316712,0.885578114472,0.508421622237,0.154810321258,0.029702970297,0.00792079207921,0.789473684211,0.210526315789,0.460519480519,0.136363636364,1,-0.172916666667,-0.3,-0.1,1,0.85,0.5,0.85,8.00636756765025
537,11,171,0.623529408097,0.999999990991,0.693693687444,8,4,1,0,4.93567251462,10,0,0,0,1,0,0,12300,12300,12300,0,0,0,0,0,1,0,1,0.471359045307,0.0200230994971,0.02007108758,0.0201122936696,0.468434473946,0.396536796537,0.156818181818,0.0643274853801,0,1,0,0.204132231405,0.0333333333333,0.5,0,0,0,0,0.3,0.5,0.3,7.86326672400957
119,9,454,0.522222221062,0.999999996109,0.723735405744,7,2,1,2,4.60572687225,10,0,0,0,0,0,1,6400,6400,6400,0,0,0,1,0,0,0,0,0.0203118066663,0.0200591532532,0.53909999275,0.245754537531,0.1747745098,0.509259259259,0.0138176638177,0.0220264317181,0.0506607929515,0.30303030303,0.69696969697,0.511428571429,0.214285714286,0.8,-0.227657004831,-0.5,-0.125,0.616666666667,0.25,0.116666666667,0.25,6.56103066589657
254,12,884,0.437856327893,0.999999998124,0.583489679956,11,2,1,0,4.77828054299,9,0,0,0,0,0,1,965,965,965,0,1,0,0,0,0,0,0,0.189568213596,0.0222291172135,0.359466204207,0.022237541893,0.40649892309,0.474899860676,0.0326280041797,0.0248868778281,0.0237556561086,0.511627906977,0.488372093023,0.423140495868,0.1,0.6,-0.329365079365,-0.8,-0.05,0,0,0.5,0,6.77078942390898
674,12,210,0.642512074191,0.999999991667,0.808333326597,2,1,0,1,4.15714285714,9,0,1,0,0,0,0,634,634,634,0,1,0,0,0,0,0,0,0.0222644140227,0.743219014411,0.0222372677034,0.190036104883,0.0222431989794,0.501388888889,0.0681818181818,0.0428571428571,0.0333333333333,0.5625,0.4375,0.428888888889,0.1,1,-0.314285714286,-0.7,-0.2,0.3,-0.1,0.2,0.1,8.03915739047324
418,11,389,0.538860102231,0.999999995475,0.723981897177,7,2,1,1,4.64267352185,10,0,0,1,0,0,0,1200,1800,1500,0,0,0,0,0,1,0,1,0.819863248217,0.0200048028,0.120123769554,0.0200030597767,0.0200051196525,0.417228571429,0.183895238095,0.0488431876607,0.0025706940874,0.95,0.05,0.254335839599,0.0333333333333,0.7,-0.125,-0.125,-0.125,0.166666666667,0,0.333333333333,0,10.2146419811731
39,7,977,0.455384614918,0.999999998233,0.650176677297,4,1,1,3,4.75946775844,10,1,0,0,0,0,0,21400,21400,21400,0,0,0,0,0,0,1,1,0.0206195637991,0.020043180708,0.411988732507,0.137481046265,0.409867476721,0.405809386973,0.184407327586,0.0839303991812,0.0174002047083,0.828282828283,0.171717171717,0.32825203252,0.0333333333333,1,-0.242892156863,-0.6,-0.1,0.6,0,0.1,0,7.64969262371151
620,7,272,0.570370368258,0.999999993865,0.748466253077,8,0,1,0,4.44117647059,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.034728795703,0.198863896824,0.0333517689737,0.0341235728658,0.698931965633,0.562584415584,0.180175324675,0.0698529411765,0.00735294117647,0.904761904762,0.0952380952381,0.300230690362,0.0333333333333,0.6,-0.6,-0.8,-0.4,0,0,0.5,0,7.17011954344963
379,7,852,0.531288342906,0.999999998127,0.694756553006,31,5,13,0,4.67136150235,10,0,0,0,0,1,0,368,5900,3192,0,0,1,0,0,0,0,0,0.141713956614,0.223431914531,0.0200128631902,0.0200518995568,0.594789366108,0.532016594517,0.120860174878,0.0539906103286,0.0234741784038,0.69696969697,0.30303030303,0.365753811406,0.05,0.8,-0.344186507937,-1,-0.05,0.3,1,0.2,1,8.49699048409872
342,4,160,0.690322576191,0.999999989796,0.785714277697,6,5,0,1,4.33125,3,0,0,0,1,0,0,1500,7700,3866.66666667,0,0,0,0,1,0,0,0,0.0666710976189,0.0666708692074,0.067086716092,0.399796902492,0.39977441459,0.480357142857,0.166428571429,0.06875,0.01875,0.785714285714,0.214285714286,0.290909090909,0.1,0.5,-0.208333333333,-0.25,-0.125,0,0,0.5,0,7.09007683577609
408,10,906,0.434254143167,0.999999998035,0.624754419205,2,1,1,1,4.39183222958,5,0,1,0,0,0,0,1900,1900,1900,0,1,0,0,0,0,0,0,0.040003598827,0.839885233381,0.0400024564962,0.0401069178124,0.0400017934832,0.424943226912,0.0698999819625,0.0518763796909,0.0298013245033,0.635135135135,0.364864864865,0.316959104725,0.1,1,-0.32509553204,-0.5,-0.05,0,0,0.5,0,6.79234442747081
513,6,527,0.592954989055,0.999999996785,0.784565913876,8,0,1,0,4.82732447818,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0222256279502,0.0222257741125,0.441787718632,0.0222257408832,0.491535138422,0.526430976431,0.110112610701,0.0512333965844,0.0246679316888,0.675,0.325,0.337261503928,0.05,0.8,-0.172588522589,-0.5,-0.0714285714286,0.3,0,0.2,0,9.74096862303835
31,16,604,0.497504158906,0.999999997143,0.685714283755,5,3,2,0,4.62582781457,4,0,0,1,0,0,0,856,856,856,1,0,0,0,0,0,0,0,0.557721800732,0.0508353865223,0.0500641920264,0.291378350371,0.0500002703479,0.432767447199,0.123468040798,0.0430463576159,0.023178807947,0.65,0.35,0.342515817516,0.0333333333333,1,-0.221867913832,-0.8,-0.0714285714286,0.284755244755,0.191888111888,0.215244755245,0.191888111888,7.00306545878646
234,10,595,0.521150591335,0.999999997283,0.709239128508,14,2,4,0,5.09075630252,6,0,0,0,0,0,1,1000,1000,1000,1,0,0,0,0,0,0,0,0.0344210557321,0.0334220272015,0.865294193814,0.0335267027755,0.0333360204765,0.358753649451,0.0988070069465,0.0285714285714,0.00504201680672,0.85,0.15,0.325553857907,0.1,0.5,-0.333333333333,-0.5,-0.1,0.05,0,0.45,0,7.09007683577609
512,13,252,0.650406501421,0.999999993548,0.812903220562,10,6,1,0,4.87698412698,4,0,0,1,0,0,0,711,3300,1467.83333333,0,0,1,0,0,0,0,0,0.797615714008,0.0500006916236,0.0500892289895,0.0500000919172,0.052294273462,0.39173992674,0.0708495670996,0.047619047619,0.0198412698413,0.705882352941,0.294117647059,0.243090728716,0.0625,0.5,-0.215,-0.3,-0.05,0.416666666667,0.375,0.0833333333333,0.375,6.45990445437754
22,13,190,0.688172039311,0.999999991597,0.798319321023,8,7,1,1,4.46842105263,8,0,0,0,0,0,1,452,1400,991.285714286,0,0,1,0,0,0,0,0,0.0250004941624,0.0250003618365,0.899997589874,0.0250002464621,0.0250013076651,0.45,0.240909090909,0.0578947368421,0.00526315789474,0.916666666667,0.0833333333333,0.394214876033,0.136363636364,0.5,-0.166666666667,-0.166666666667,-0.166666666667,0,0,0.5,0,8.1886891244442
707,13,201,0.609137052745,0.999999992188,0.687499994629,2,2,0,1,4.94029850746,6,0,0,0,0,0,1,1500,1500,1500,0,0,0,1,0,0,0,0,0.0343142387355,0.0340415830786,0.532848340885,0.112972096114,0.285823741186,0.406994047619,0.0873511904762,0.0298507462687,0.00497512437811,0.857142857143,0.142857142857,0.281547619048,0.1,0.5,-0.291666666667,-0.291666666667,-0.291666666667,0.75,0.5,0.25,0.5,7.43838353004431
275,11,562,0.504456327087,0.999999997041,0.692307690259,11,8,1,1,5.02669039146,8,0,0,0,0,1,0,3200,8400,4933.33333333,0,1,0,0,0,0,0,0,0.0250019931844,0.0250041041151,0.148967437287,0.0250011643078,0.776025301105,0.432713018689,0.073841199451,0.0409252669039,0.0160142348754,0.71875,0.28125,0.307199322417,0.05,0.8,-0.257407407407,-0.7,-0.1,0.75,0.8,0.25,0.8,7.3132203870903
36,11,157,0.713375791635,0.999999988235,0.929411753772,3,2,0,1,4.29936305732,5,0,0,0,0,0,0,1400,2000,1700,0,0,1,0,0,0,0,0,0.239408797844,0.247061708641,0.0400008156958,0.433528019819,0.0400006580007,0.623538961039,0.221347402597,0.0573248407643,0.00636942675159,0.9,0.1,0.365151515152,0.1,0.6,-0.1875,-0.1875,-0.1875,0,0,0.5,0,7.3132203870903
650,9,210,0.623809520839,0.999999991228,0.815789466528,4,0,0,1,4.52857142857,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0254078101728,0.0250015642335,0.0250227350864,0.0254276906617,0.899140199846,0.350858585859,0.155202020202,0.0333333333333,0.00952380952381,0.777777777778,0.222222222222,0.380194805195,0.136363636364,0.8,-0.166666666667,-0.166666666667,-0.166666666667,0,0,0.5,0,8.07090608878782
23,8,124,0.672131142032,0.999999984848,0.863636350551,3,2,1,1,4.12903225806,8,1,0,0,0,0,0,2000,2000,2000,0,1,0,0,0,0,0,0,0.378442475722,0.149543092778,0.0251417623865,0.0250903196507,0.421782349463,0.486013986014,0.24965034965,0.0725806451613,0,1,0,0.360606060606,0.136363636364,0.7,0,0,0,0,0,0.5,0,7.24422751560335
158,10,1594,0.509942270359,0.999999998985,0.723857867285,15,6,20,1,4.71267252196,6,0,0,0,0,0,0,1900,7600,4700,0,0,0,0,0,0,1,1,0.0333677602706,0.0334627755373,0.0333340305635,0.866491747382,0.0333436862462,0.468283397889,0.175001740462,0.0439146800502,0.0144291091593,0.752688172043,0.247311827957,0.398860544218,0.05,1,-0.26608868185,-0.8,-0.05,1,0.5,0.5,0.5,8.57546209954021
414,10,399,0.519893897825,0.999999995935,0.662601623323,6,2,9,0,4.75438596491,6,0,0,1,0,0,0,3100,3100,3100,0,0,1,0,0,0,0,0,0.511202930784,0.0333395678955,0.387442884041,0.0333384662323,0.0346761510474,0.392447199265,0.0827594123049,0.0300751879699,0.0250626566416,0.545454545455,0.454545454545,0.320643939394,0.136363636364,0.5,-0.171666666667,-0.6,-0.1,1,0,0.5,0,9.57498348556409
176,14,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.133170585302,0.0224822953015,0.0222225662314,0.79990222709,0.0222223260753,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5,0.5,0.5,7.09007683577609
179,9,974,0.449531737305,0.999999998117,0.67608286125,15,3,6,0,4.37577002053,8,0,0,0,0,0,0,1400,11200,6300,0,0,0,0,0,0,1,1,0.0250029755065,0.168667037004,0.40392925561,0.377374915014,0.0250258168658,0.454094202899,0.13951489533,0.0431211498973,0.0184804928131,0.7,0.3,0.406587301587,0.0625,1,-0.386188271605,-1,-0.1,0.0666666666667,0,0.433333333333,0,7.00306545878646
254,10,346,0.655072461869,0.999999995434,0.808219174392,11,0,1,1,5.09826589595,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0285808043122,0.028581898982,0.0285795721635,0.171066325519,0.743191399024,0.584099616858,0.11101532567,0.0433526011561,0.0202312138728,0.681818181818,0.318181818182,0.348111111111,0.1,0.8,-0.155555555556,-0.25,-0.0833333333333,0.5,0,0,0,7.17011954344963
21,9,1035,0.41085271278,0.999999998276,0.60517241275,4,1,2,2,4.25024154589,8,0,1,0,0,0,0,2200,2200,2200,0,0,0,1,0,0,0,0,0.025711312958,0.216300463055,0.0250056324799,0.707707592014,0.0252749994929,0.571723935786,0.239951819014,0.0666666666667,0.0212560386473,0.758241758242,0.241758241758,0.464822134387,0.1,1,-0.281520562771,-0.6,-0.05,0,0,0.5,0,7.09007683577609
457,12,200,0.671957668402,0.999999991304,0.81739129724,6,4,1,0,4.335,9,0,1,0,0,0,0,2700,2700,2700,0,1,0,0,0,0,0,0,0.022907317898,0.63094073798,0.0222259079105,0.0227463177301,0.301179718481,0.48641025641,0.185384615385,0.045,0.01,0.818181818182,0.181818181818,0.33,0.16,0.8,-0.7,-1,-0.4,0,0,0.5,0,7.00306545878646
460,12,623,0.545454544553,0.999999997333,0.698666664804,22,3,15,0,4.87640449438,7,0,0,0,0,0,0,1600,18200,9900,0,0,0,0,0,1,0,1,0.0285721864264,0.0287919498589,0.0285715549417,0.885492478034,0.0285718307395,0.560435663627,0.17109929078,0.0513643659711,0.024077046549,0.68085106383,0.31914893617,0.438541666667,0.05,1,-0.311666666667,-1,-0.05,0.6,0.5,0.1,0.5,7.09007683577609
44,13,177,0.647727269047,0.999999990385,0.78846153088,4,3,2,1,4.33898305085,7,0,0,0,0,1,0,1100,1600,1350,0,1,0,0,0,0,0,0,0.466513771873,0.0286276727515,0.028765588612,0.0288660066729,0.447226960091,0.726046176046,0.376623376623,0.0790960451977,0,1,0,0.397031539889,0.1,0.5,0,0,0,1,0.5,0.5,0.5,7.37775890822787
190,10,727,0.506293705586,0.999999997525,0.722772275439,3,2,1,0,4.42365887208,6,0,1,0,0,0,0,954,5400,3177,0,0,1,0,0,0,0,0,0.20028566562,0.317261840062,0.415104378495,0.0340146239958,0.0333334918271,0.457792207792,0.141690340909,0.0646492434663,0.0275103163686,0.701492537313,0.298507462687,0.375465828498,0.05,0.9,-0.315416666667,-0.4,-0.05,0.625,0.5,0.125,0.5,7.09007683577609
212,9,1170,0.398959236428,0.999999998628,0.539094649466,12,11,16,0,4.42222222222,5,0,1,0,0,0,0,517,6300,1476.25,0,1,0,0,0,0,0,0,0.0400000708725,0.839894534182,0.0400003219122,0.0401048991486,0.040000173885,0.526389480283,0.0969521029972,0.057264957265,0.0290598290598,0.663366336634,0.336633663366,0.3796076436,0.0625,1,-0.32064659197,-0.625,-0.0714285714286,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,6.47697236288968
115,9,216,0.5728155312,0.999999990909,0.745454538678,3,3,1,0,4.37037037037,3,0,0,1,0,0,0,2500,3100,2800,1,0,0,0,0,0,0,0,0.733332445556,0.0666670542697,0.0666668621149,0.0666668324046,0.0666668056545,0.458282828283,0.145336700337,0.0462962962963,0.00925925925926,0.833333333333,0.166666666667,0.331606060606,0.136363636364,0.5,-0.1,-0.1,-0.1,0.75,0,0.25,0,6.81673588059497
49,10,2011,0.339671120072,0.999999999138,0.488793103027,17,15,27,0,4.46394828444,9,0,1,0,0,0,0,1600,11900,3716.66666667,0,0,0,1,0,0,0,0,0.0224767403491,0.282195251568,0.0222227650506,0.650881999143,0.0222232438894,0.502415349508,0.0724244102151,0.0323222277474,0.0183988065639,0.637254901961,0.362745098039,0.391518481518,0.1,1,-0.421106821107,-1,-0.05,0,0,0.5,0,7.43838353004431
476,9,606,0.34109816915,0.999999997674,0.38604651073,5,4,31,0,4.74587458746,10,0,1,0,0,0,0,546,1300,1015.33333333,0,0,0,1,0,0,0,0,0.020878537126,0.692194889432,0.0200011049887,0.246919701814,0.0200057666392,0.566686602871,0.104460725678,0.036303630363,0.0247524752475,0.594594594595,0.405405405405,0.448519283747,0.136363636364,1,-0.366111111111,-0.5,-0.125,0.554166666667,0.154166666667,0.0541666666667,0.154166666667,6.67708346124714
161,16,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0250191873054,0.0253706661965,0.02500123164,0.899602943365,0.0250059714928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.3135480462771
455,11,374,0.483957217957,0.999999995074,0.655172410566,5,3,1,0,4.61764705882,6,0,0,0,1,0,0,5000,13100,9050,0,0,0,1,0,0,0,0,0.866539576734,0.0333433480304,0.033390413589,0.0333899155073,0.0333367461396,0.314839901478,0.0620073891626,0.0267379679144,0.0187165775401,0.588235294118,0.411764705882,0.320238095238,0.0333333333333,1,-0.200595238095,-0.3125,-0.1,0,0,0.5,0,9.52515111181622
271,10,1256,0.392446633504,0.999999998615,0.562326869027,33,2,21,0,4.35589171975,10,1,0,0,0,0,0,1900,2500,2200,0,0,0,0,0,1,0,1,0.0200479008697,0.117012242936,0.122538446818,0.173906439891,0.566494969486,0.546718849626,0.238009133416,0.0597133757962,0.0183121019108,0.765306122449,0.234693877551,0.484787878788,0.05,1,-0.210619392685,-0.666666666667,-0.0666666666667,0.5,0.3,0,0.3,8.29404964010203
142,10,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1710497817,0.0285717314017,0.743234100032,0.0285716121381,0.0285727747281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5.95324333428779
341,10,1861,0.372527472323,0.999999999035,0.566602316055,27,1,2,0,4.53304674906,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.561675087633,0.260338806854,0.0200598183864,0.02034831521,0.137577971917,0.487414510554,0.17819801,0.0445996775927,0.0139709833423,0.761467889908,0.238532110092,0.379147107912,0.0333333333333,1,-0.297435897436,-0.5,-0.05,0.666666666667,0.333333333333,0.166666666667,0.333333333333,7.3132203870903
503,10,657,0.485496182465,0.999999997368,0.665789471932,5,5,1,0,4.67884322679,7,0,0,1,0,0,0,1100,3900,2440,0,0,0,0,1,0,0,0,0.885705939344,0.0285745357929,0.0285734386777,0.0285732976478,0.0285727885375,0.434236319236,0.209283716284,0.0745814307458,0.00913242009132,0.890909090909,0.109090909091,0.342626115381,0.1,1,-0.177777777778,-0.5,-0.05,0,0,0.5,0,6.48616078894409
267,9,663,0.533117931287,0.99999999763,0.65639810271,19,4,1,10,4.74358974359,5,0,0,1,0,0,0,3200,62300,20675,0,0,1,0,0,0,0,0,0.839992350639,0.0400031077404,0.0400016010982,0.0400017295898,0.0400012109323,0.379550400317,0.0633905297212,0.0422322775264,0.0286576168929,0.595744680851,0.404255319149,0.368858225108,0.0333333333333,0.8,-0.31041144528,-1,-0.0714285714286,0.192592592593,-0.103703703704,0.307407407407,0.103703703704,8.07090608878782
722,8,1179,0.471001757055,0.999999998551,0.675362317862,33,0,1,0,4.84393553859,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0250016684969,0.0250400822622,0.64991044028,0.275046806294,0.0250010026675,0.423003228158,0.0334817244611,0.0322307039864,0.0178117048346,0.64406779661,0.35593220339,0.300189109136,0.0333333333333,0.5,-0.307199546485,-0.5,-0.05,0.366666666667,0.3,0.133333333333,0.3,6.2709884318583
85,13,112,0.774774767795,0.999999985507,0.913043465028,1,1,0,0,4.41071428571,5,0,1,0,0,0,0,16700,16700,16700,0,0,1,0,0,0,0,0,0.0400014958954,0.839601090854,0.0400006991443,0.0403959927938,0.0400007213126,0.633766233766,0.138798701299,0.0625,0.0267857142857,0.7,0.3,0.373469387755,0.1,0.5,-0.3625,-0.5,-0.1875,0.4,-0.325,0.1,0.325,6.56103066589657
23,13,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0222236401676,0.243925222937,0.022223066832,0.689405204265,0.0222228657988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,6.57088296233958
639,11,530,0.498106059663,0.999999997199,0.610644255993,3,1,6,0,5.02452830189,4,1,0,0,0,0,0,4200,4200,4200,0,1,0,0,0,0,0,0,0.0502246691193,0.0500142864101,0.0500070849592,0.0500625422046,0.799691417307,0.427485169152,0.0822799422799,0.0396226415094,0.0150943396226,0.724137931034,0.275862068966,0.277504638219,0.1,0.7,-0.240625,-0.625,-0.05,0.2,0.1,0.3,0.1,7.24422751560335
338,9,958,0.448239060354,0.999999998127,0.647940073693,19,4,7,2,4.53131524008,4,0,0,0,1,0,0,1300,17900,9766.66666667,0,1,0,0,0,0,0,0,0.512076111765,0.0500095897313,0.337169621081,0.0507392200375,0.0500054573855,0.492949134199,0.059946820421,0.0313152400835,0.0125260960334,0.714285714286,0.285714285714,0.322813852814,0.0333333333333,0.9,-0.407291666667,-0.7,-0.1,0,0,0.5,0,9.57498348556409
118,9,847,0.500603135705,0.999999997972,0.699797158824,17,1,16,0,4.5253837072,7,0,0,0,0,0,0,2300,2300,2300,0,0,0,0,1,0,0,0,0.0285733291602,0.0298132610364,0.0285725418856,0.88446850501,0.0285723629082,0.518653549383,0.095393167789,0.0436835891381,0.0330578512397,0.569230769231,0.430769230769,0.454811629812,0.0333333333333,1,-0.364037698413,-1,-0.05,0.3,1,0.2,1,7.78322401633604
480,11,700,0.487734487031,0.999999997821,0.629629628258,19,1,0,0,5.39714285714,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.866666280054,0.0333334922371,0.0333334176833,0.0333334156266,0.0333333943989,0.343938332909,0.175659695696,0.0585714285714,0.01,0.854166666667,0.145833333333,0.303777056277,0.0333333333333,1,-0.35,-0.6,-0.1,0.5,0.5,0,0.5,7.54960916515453
578,10,944,0.203191489146,0.999999998547,0.222383720607,11,8,61,1,4.91419491525,8,0,1,0,0,0,0,2000,3400,2700,0,0,0,0,0,0,1,1,0.217380744033,0.0256429215627,0.0250579755582,0.706910758656,0.0250076001905,0.383923537703,-0.264658210007,0.0180084745763,0.0709745762712,0.202380952381,0.797619047619,0.222103386809,0.0333333333333,0.5,-0.390298507463,-0.4,-0.05,0,0,0.5,0,7.09007683577609
111,12,1092,0.469811320311,0.999999998565,0.611190816914,27,12,1,0,4.94597069597,4,0,1,0,0,0,0,479,5500,1816.27272727,0,0,0,0,1,0,0,0,0.050004723076,0.52497996049,0.323988921544,0.0510263626388,0.050000032251,0.412814368172,0.0482632446918,0.0375457875458,0.0201465201465,0.650793650794,0.349206349206,0.327885123007,0.05,0.6,-0.347853535354,-1,-0.1,0,0,0.5,0,8.41183267575841
